Timestamp,LaneC0,LaneC1,LaneC2,LaneC3,LateralAccel,RelAccX1,RelAccX10,RelAccX2,RelAccX3,RelAccX4,RelAccX5,RelAccX6,RelAccX7,RelAccX8,RelAccX9,RelPosX1,RelPosX10,RelPosX2,RelPosX3,RelPosX4,RelPosX5,RelPosX6,RelPosX7,RelPosX8,RelPosX9,RelPosY1,RelPosY10,RelPosY2,RelPosY3,RelPosY4,RelPosY5,RelPosY6,RelPosY7,RelPosY8,RelPosY9,RelVelX1,RelVelX10,RelVelX2,RelVelX3,RelVelX4,RelVelX5,RelVelX6,RelVelX7,RelVelX8,RelVelX9,SteeringAngle,VehicleSpeed
23:23:18.275,,,,,,6468.200000000001,-22.599999999999998,6497.3,6467.200000000001,6461.8,-19.599999999999998,6491.3,-31.8,-29.599999999999998,6471.8,4610.3,5238.700000000001,-741.0999999999999,5524.400000000001,-327.5,-313.9,-538.3,5451.1,4880.8,4966.900000000001,4713.5,-262.0999999999999,4572.8,-105.19999999999993,4574.0,4598.400000000001,4827.700000000001,-173.39999999999998,4676.3,4835.700000000001,6379.700000000001,-57.199999999999996,-62.6,-57.699999999999996,-98.8,-94.2,-53.199999999999996,-62.699999999999996,-46.0,-4.599999999999994,,
23:23:18.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2436.5999999999995,147.26
23:23:18.376,0.0,0.0,0.0,1.0,56.839,6461.400000000001,,-43.4,6471.400000000001,,,,,,,4636.8,,5252.0,4651.200000000001,,,,,,,4752.400000000001,,4884.6,-760.0,,,,,,,-22.39999999999999,,-79.8,6354.0,,,,,,,,
23:23:18.377,,,,,,,-5.399999999999999,,,6481.6,6461.400000000001,-25.7,6496.3,-23.099999999999998,6493.3,,-287.4,,,-416.9,5135.3,5023.700000000001,4875.8,-121.89999999999998,-401.4,,5400.200000000001,,,-373.19999999999993,-850.8,-660.5,-161.29999999999995,5439.400000000001,5103.8,,6434.700000000001,,,6430.3,6451.3,6364.0,-74.0,-42.5,6425.3,,
23:23:18.477,1.0,0.0,1.0,1.0,59.953,-33.599999999999994,-49.7,-36.6,6457.3,-49.4,6484.700000000001,6475.3,-3.0,6461.200000000001,6500.6,5208.400000000001,4587.900000000001,4960.900000000001,-288.19999999999993,4562.1,-109.89999999999998,-465.29999999999995,-764.0,-905.3,-634.7,-297.4,-633.2,4621.5,-245.5999999999999,4660.900000000001,4797.700000000001,-457.0,4861.700000000001,-913.5,-612.0999999999999,-69.5,6370.1,6399.200000000001,-46.0,-5.799999999999997,-86.9,6379.900000000001,-30.299999999999997,6364.6,-70.7,-4523.299999999999,131.92000000000002
23:23:18.577,0.0,0.0,0.0,0.0,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4850.7,203.64000000000001
23:23:18.578,,,,,,6497.900000000001,-42.0,6472.900000000001,-12.799999999999997,-49.9,-34.7,-5.799999999999997,-29.7,6467.400000000001,6457.5,5306.400000000001,-927.9,-275.4,5480.200000000001,-323.29999999999995,-786.3,4850.8,-835.2,5150.8,5218.900000000001,-331.4,4900.200000000001,-782.2,-887.3,4748.8,-762.8,-599.2,5116.0,-711.0999999999999,4689.6,-78.7,-78.8,6425.1,6450.0,6374.8,-19.89999999999999,-79.6,-90.0,6384.900000000001,-19.099999999999994,,
23:23:18.678,0.0,1.0,0.0,1.0,1.303,6493.8,,-47.4,6468.900000000001,-5.099999999999994,6456.1,6482.6,-32.3,6497.6,6456.3,5134.900000000001,,4907.900000000001,-146.89999999999998,-778.8,5067.3,4601.3,5038.8,-336.69999999999993,5200.6,-571.5999999999999,,5131.200000000001,-699.2,-833.1,-40.69999999999993,-691.7,-774.4,-44.799999999999955,-711.9,-93.1,,6378.1,6414.6,6406.0,6397.700000000001,6355.8,-6.8999999999999915,-11.899999999999991,6417.900000000001,-5766.8,15.88
23:23:18.679,,,,,,,6490.8,,,,,,,,,,-745.6,,,,,,,,,,-569.5,,,,,,,,,,-11.0,,,,,,,,,,
23:23:18.781,1.0,0.0,0.0,1.0,61.279,-2.1999999999999957,-21.299999999999997,6482.400000000001,-25.599999999999998,-50.0,-42.5,6501.700000000001,-36.4,-12.799999999999997,6478.900000000001,-939.4,5413.700000000001,-321.0,5488.200000000001,-700.2,4637.6,4908.200000000001,4848.200000000001,5494.8,4928.700000000001,5211.400000000001,4977.5,-178.89999999999998,5065.0,5293.5,5309.5,5060.200000000001,4770.1,4705.0,4614.200000000001,6371.0,-6.699999999999989,-39.099999999999994,6440.6,6430.3,6439.700000000001,-21.299999999999997,6428.1,6359.6,-72.4,-4523.2,191.04
23:23:18.881,0.0,0.0,1.0,1.0,64.015,6465.6,,-47.0,-24.299999999999997,,,,,,,4915.1,,-457.9,4840.900000000001,,,,,,,4823.6,,-677.9,-737.0,,,,,,,-84.9,,6417.8,6420.8,,,,,,,-6370.6,124.35000000000001
23:23:18.882,,,,,,,6462.1,,,6477.900000000001,-17.9,-3.1999999999999957,-10.899999999999999,6476.1,-13.0,,4717.400000000001,,,-171.0999999999999,-625.9,5515.1,-724.2,-656.5,5198.5,,-307.69999999999993,,,5172.8,4632.200000000001,-662.5999999999999,5201.3,-145.69999999999993,-181.0999999999999,,-58.5,,,6408.6,6439.900000000001,6416.3,-88.8,6388.900000000001,6434.900000000001,,
23:23:18.982,0.0,1.0,1.0,1.0,61.856,6487.8,-34.7,6487.8,6467.700000000001,6484.400000000001,-1.0999999999999943,-21.5,6461.0,-43.1,-14.5,4641.5,5102.5,5130.400000000001,-666.0999999999999,4608.900000000001,4596.3,-926.5,-805.1,5517.6,-320.0999999999999,-953.2,5308.700000000001,-250.0999999999999,-66.79999999999995,5007.8,-29.0,-728.8,5456.5,5266.0,-135.5,6401.8,6412.8,-76.0,-55.8,-30.299999999999997,6399.8,-52.3,6424.8,-74.1,6353.700000000001,-3143.0,44.22
23:23:19.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4523.2,168.95000000000002
23:23:19.083,1.0,0.0,1.0,1.0,60.612,6476.0,-40.8,6471.700000000001,6499.900000000001,6463.900000000001,-29.2,6481.3,6497.400000000001,6486.5,-37.1,4560.0,-800.2,4789.0,-928.9,-485.79999999999995,5348.8,5187.1,-26.399999999999977,5285.3,5012.400000000001,-37.39999999999998,4579.6,-394.0,4928.1,-996.3,-858.7,4953.1,-156.0,-932.9,-30.799999999999955,-46.099999999999994,6355.8,-28.599999999999994,6372.8,6439.700000000001,-22.099999999999994,-58.3,-43.8,-31.099999999999994,-32.39999999999999,,
23:23:19.188,0.0,0.0,1.0,1.0,1.689,-9.5,-22.599999999999998,6500.5,-50.0,-44.7,-7.099999999999994,6501.8,-10.199999999999996,6502.8,6458.0,4971.200000000001,4816.0,-58.299999999999955,-67.0,-333.0999999999999,-441.29999999999995,-477.79999999999995,5028.200000000001,4888.0,-830.2,5531.900000000001,5053.200000000001,5175.1,-143.5,5166.8,-464.79999999999995,-30.0,4676.1,-17.299999999999955,5364.0,-0.5,6451.6,-27.299999999999997,6402.700000000001,-55.3,-40.9,-24.700000000000003,6370.400000000001,6392.200000000001,-5.8999999999999915,-2719.0999999999995,74.36
23:23:19.290,0.0,0.0,0.0,1.0,2.969,-31.2,-11.399999999999999,-43.4,-22.799999999999997,6477.400000000001,-3.8999999999999986,6474.900000000001,-30.099999999999998,6487.200000000001,6492.8,-427.9,4683.6,-87.19999999999993,-568.5,-135.29999999999995,4844.3,4745.6,5215.200000000001,4722.3,-334.69999999999993,-264.19999999999993,5480.6,4568.8,4939.5,-149.29999999999995,5194.6,4589.900000000001,5300.900000000001,5300.6,5262.8,6388.3,-4.599999999999994,6444.900000000001,-64.1,6370.1,-38.599999999999994,6405.400000000001,6371.200000000001,-58.9,-86.6,-5773.2,136.67000000000002
23:23:19.394,1.0,0.0,1.0,1.0,55.548,6482.8,,,,,,,,,,-753.9,,,,,,,,,,4973.400000000001,,,,,,,,,,-6.799999999999997,,,,,,,,,,-7584.1,190.95000000000002
23:23:19.395,,,,,,,-6.5,6462.900000000001,-3.799999999999997,-43.8,-48.8,6471.8,6472.6,-36.1,-22.799999999999997,,-273.69999999999993,5165.8,4897.1,-419.1,5089.3,-0.5,4675.1,4763.8,-549.7,,-8.299999999999955,-719.8,-472.6,-385.5,-626.3,5391.5,-924.8,4747.700000000001,-46.799999999999955,,6409.0,6394.8,-90.6,6397.400000000001,-39.199999999999996,6419.900000000001,6409.400000000001,6442.0,6362.0,,
23:23:19.495,0.0,1.0,1.0,1.0,6.779,-11.899999999999999,,6498.3,-39.6,6493.1,6476.900000000001,6465.700000000001,6457.700000000001,,,-7.5,,-610.0,5297.400000000001,4764.0,4707.8,5139.900000000001,4940.1,,,5281.400000000001,,4869.200000000001,-657.4,-828.7,-368.4,4637.8,5221.3,,,-66.6,,-41.099999999999994,6453.200000000001,6402.5,6382.5,-10.899999999999991,6378.1,,,-2596.7999999999993,200.1
23:23:19.496,,,,,,,6466.5,,,,,,,-8.799999999999997,-32.4,,-251.5999999999999,,,,,,,5487.700000000001,-141.69999999999993,,4896.0,,,,,,,5326.6,-965.4,,6354.200000000001,,,,,,,6425.200000000001,6449.400000000001,,
23:23:19.596,0.0,1.0,0.0,1.0,61.463,-22.2,,-14.199999999999996,6485.6,6468.8,,,,,,-324.5999999999999,,-969.0,-314.0999999999999,-813.8,,,,,,-42.299999999999955,,-742.5999999999999,-977.7,5047.0,,,,,,-48.699999999999996,,-81.4,-42.699999999999996,6427.5,,,,,,-4737.299999999999,8.83
23:23:19.597,,,,,,,-6.199999999999996,,,,6478.6,-33.8,-1.7999999999999972,-49.6,-9.399999999999999,,4884.3,,,,5542.900000000001,-746.2,-684.4,5230.6,4881.0,,-599.5999999999999,,,,4914.8,5281.1,-150.39999999999998,-35.799999999999955,-771.4,,6424.400000000001,,,,-92.6,6381.700000000001,6443.8,-19.299999999999997,-35.89999999999999,,
23:23:19.697,0.0,0.0,0.0,0.0,60.202,-22.5,-23.599999999999998,-1.0,6471.200000000001,-45.5,6468.1,6480.6,-49.9,-49.6,-17.4,4737.3,-773.5,-41.799999999999955,4697.6,-680.0999999999999,5507.0,-498.09999999999997,5024.8,-711.7,-334.0,-586.5999999999999,5265.1,5005.5,-255.19999999999993,-353.5999999999999,-268.19999999999993,5336.200000000001,-347.5999999999999,-986.6,4910.0,-80.2,-23.099999999999994,6361.5,-76.1,-81.5,-96.9,-62.1,6386.8,-68.1,-6.8999999999999915,-2330.7999999999993,92.3
23:23:19.799,1.0,1.0,1.0,0.0,6.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4607.1,154.41
23:23:19.800,,,,,,-43.2,6477.700000000001,6492.5,6465.200000000001,-9.099999999999994,-2.5,-2.5999999999999943,-37.9,-26.599999999999998,6461.3,-230.29999999999995,5327.3,5100.900000000001,5529.700000000001,-59.19999999999993,5422.5,-876.5,4561.5,4744.5,4957.200000000001,5489.5,5411.1,-753.3,5007.6,5330.3,-101.59999999999991,-480.69999999999993,5274.8,-631.9,4983.5,-92.4,-50.4,6434.400000000001,6407.3,-64.8,6436.8,6433.3,-15.399999999999991,-44.3,-98.0,,
23:23:19.900,0.0,0.0,1.0,1.0,64.667,-43.1,-25.299999999999997,-12.799999999999997,-25.099999999999998,-31.3,-47.7,6470.200000000001,-48.5,6494.0,-28.299999999999997,4798.200000000001,5318.8,5399.400000000001,-381.5999999999999,-463.69999999999993,-53.59999999999991,-214.79999999999995,4915.5,-99.39999999999998,-251.29999999999995,-467.9,4925.900000000001,4845.0,4991.6,4973.700000000001,4554.900000000001,-431.4,-861.1,-371.0,-977.3,-56.0,-20.69999999999999,-83.2,6420.3,6431.0,6430.3,6421.8,6353.900000000001,6452.200000000001,-76.9,-4523.2,11.620000000000001
23:23:20.001,1.0,0.0,0.0,0.0,9.332,-5.599999999999994,6457.200000000001,6469.200000000001,-47.6,-43.6,-10.0,-42.7,6479.8,-28.799999999999997,-37.1,-764.8,5236.8,4982.8,5378.6,-316.4,-336.9,-613.0999999999999,5474.700000000001,-418.0,4844.200000000001,4607.700000000001,4896.400000000001,4986.1,5537.200000000001,-38.09999999999991,4968.900000000001,-71.39999999999998,5366.200000000001,4631.1,5391.1,-36.099999999999994,-51.8,-69.0,6389.1,6436.700000000001,-81.8,6368.1,6371.1,6433.0,-22.799999999999997,-7414.3,245.22
23:23:20.106,1.0,1.0,1.0,0.0,57.185,6455.200000000001,,-14.299999999999997,-7.899999999999999,-36.6,6462.0,-47.1,,,,-14.299999999999955,,-389.9,5267.900000000001,-98.79999999999995,4791.6,-14.099999999999909,,,,5189.1,,4903.3,5253.900000000001,-857.7,5402.1,-280.29999999999995,,,,-37.699999999999996,,6384.8,-81.4,-93.3,6438.200000000001,6396.200000000001,,,,-4454.299999999999,16.03
23:23:20.107,,,,,,,6455.1,,,,,,-21.9,-25.599999999999998,-5.099999999999994,,-490.4,,,,,,-656.0999999999999,-532.0999999999999,-175.89999999999998,,5282.0,,,,,,-185.39999999999998,5533.8,5412.3,,-34.5,,,,,,6433.700000000001,-70.1,6442.5,,
23:23:20.209,1.0,1.0,0.0,0.0,60.164,-29.5,,-11.799999999999997,6470.700000000001,6470.900000000001,,,,,,-66.59999999999991,,-489.79999999999995,4928.3,5356.400000000001,,,,,,-410.0,,-384.29999999999995,5159.400000000001,-344.79999999999995,,,,,,-67.69999999999999,,-56.199999999999996,6423.8,6393.6,,,,,,-4443.5,14.540000000000001
23:23:20.210,,,,,,,-46.8,,,,6497.8,-18.099999999999998,6476.200000000001,-41.1,-0.3999999999999986,,-595.8,,,,-528.0,-624.7,5418.200000000001,4790.8,4896.400000000001,,-677.5999999999999,,,,5012.3,5379.200000000001,5232.200000000001,-521.8,5206.1,,6391.400000000001,,,,-86.7,-94.0,6403.0,6433.0,6353.900000000001,,
23:23:20.312,1.0,0.0,0.0,1.0,3.461,6480.700000000001,,6484.400000000001,6457.5,6454.1,,,,,,5116.3,,5277.400000000001,4697.400000000001,5255.900000000001,,,,,,4727.0,,-54.299999999999955,5435.5,5251.1,,,,,,6399.8,,-24.200000000000003,-23.799999999999997,6441.6,,,,,,-4523.299999999999,193.89000000000001
23:23:20.313,,,,,,,-34.4,,,,-17.6,-22.5,6502.1,6478.6,6494.1,,-194.0,,,,-330.79999999999995,5412.700000000001,5274.1,4948.200000000001,4872.200000000001,,-577.5999999999999,,,,5182.3,5422.900000000001,4788.0,4673.0,5047.5,,6413.6,,,,-57.9,-77.8,6375.400000000001,-18.39999999999999,-2.3999999999999915,,
